route,date,daytype,rides
52,11/03/2014,W,13617
51,11/03/2014,W,1846
50,11/03/2014,W,10783
5,11/03/2014,W,460
49B,11/03/2014,W,6076
49,11/03/2014,W,26895
48,11/03/2014,W,1527
47,11/03/2014,W,11196
44,11/03/2014,W,4615
43,11/03/2014,W,1931
4,11/03/2014,W,23772
39,11/03/2014,W,2262
37,11/03/2014,W,2044
36,11/03/2014,W,14489
35,11/03/2014,W,6423
34,11/03/2014,W,5883
30,11/03/2014,W,4296
3,11/03/2014,W,22254
29,11/03/2014,W,13629
28,11/03/2014,W,8299
26,11/03/2014,W,3709
24,11/03/2014,W,3636
22,11/03/2014,W,18602
21,11/03/2014,W,10230
206,11/03/2014,W,959
205,11/03/2014,W,991
201,11/03/2014,W,2076
20,11/03/2014,W,20671
2,11/03/2014,W,3350
192,11/03/2014,W,996
18,11/03/2014,W,4662
172,11/03/2014,W,1965
171,11/03/2014,W,1749
170,11/03/2014,W,301
169,11/03/2014,W,210
165,11/03/2014,W,136
157,11/03/2014,W,7141
156,11/03/2014,W,8129
155,11/03/2014,W,7824
152,11/03/2014,W,10736
151,11/03/2014,W,17390
15,11/03/2014,W,8240
148,11/03/2014,W,2591
147,11/03/2014,W,13887
146,11/03/2014,W,13431
143,11/03/2014,W,2059
136,11/03/2014,W,2182
135,11/03/2014,W,3880
134,11/03/2014,W,3850
132,11/03/2014,W,307
126,11/03/2014,W,7357
125,11/03/2014,W,1620
124,11/03/2014,W,803
121,11/03/2014,W,1516
120,11/03/2014,W,1124
12,11/03/2014,W,16016
119,11/03/2014,W,5240
115,11/03/2014,W,4569
112,11/03/2014,W,3009
111A,11/03/2014,W,210
111,11/03/2014,W,4640
11,11/03/2014,W,1835
108,11/03/2014,W,1845
106,11/03/2014,W,2457
103,11/03/2014,W,3377
1001,11/03/2014,W,115
100,11/03/2014,W,766
1,11/03/2014,W,2399
X98,11/04/2014,W,30
J14,11/04/2014,W,12670
97,11/04/2014,W,3353
96,11/04/2014,W,900
95W,11/04/2014,W,2767
95E,11/04/2014,W,4092
94,11/04/2014,W,10405
93,11/04/2014,W,3579
92,11/04/2014,W,7588
91,11/04/2014,W,7687
90,11/04/2014,W,4846
9,11/04/2014,W,29927
8A,11/04/2014,W,3759
88,11/04/2014,W,1379
87,11/04/2014,W,14972
86,11/04/2014,W,3606
85A,11/04/2014,W,888
85,11/04/2014,W,10911
84,11/04/2014,W,4326
82,11/04/2014,W,21141
81W,11/04/2014,W,1590
81,11/04/2014,W,12828
80,11/04/2014,W,13793
8,11/04/2014,W,24439
79,11/04/2014,W,28799
78,11/04/2014,W,9837
77,11/04/2014,W,23186
76,11/04/2014,W,12129
75,11/04/2014,W,8329
74,11/04/2014,W,13662
73,11/04/2014,W,5529
72,11/04/2014,W,15927
71,11/04/2014,W,9409
70,11/04/2014,W,10108
7,11/04/2014,W,6319
68,11/04/2014,W,1494
67,11/04/2014,W,14342
66,11/04/2014,W,25327
65,11/04/2014,W,8461
63W,11/04/2014,W,1510
63,11/04/2014,W,20636
62H,11/04/2014,W,979
62,11/04/2014,W,11094
60,11/04/2014,W,11741
6,11/04/2014,W,11029
59,11/04/2014,W,4318
57,11/04/2014,W,4875
56,11/04/2014,W,12990
55N,11/04/2014,W,594
55A,11/04/2014,W,353
55,11/04/2014,W,11872
54B,11/04/2014,W,3558
54A,11/04/2014,W,883
54,11/04/2014,W,11697
53A,11/04/2014,W,9749
53,11/04/2014,W,21838
52A,11/04/2014,W,4651
52,11/04/2014,W,13588
51,11/04/2014,W,1679
50,11/04/2014,W,10904
5,11/04/2014,W,582
49B,11/04/2014,W,5651
49,11/04/2014,W,26964
48,11/04/2014,W,1245
47,11/04/2014,W,10927
44,11/04/2014,W,4681
43,11/04/2014,W,2124
4,11/04/2014,W,23602
39,11/04/2014,W,2063
37,11/04/2014,W,2077
36,11/04/2014,W,13954
35,11/04/2014,W,6132
34,11/04/2014,W,5783
30,11/04/2014,W,3947
3,11/04/2014,W,21974
29,11/04/2014,W,13286
28,11/04/2014,W,7904
26,11/04/2014,W,3610
24,11/04/2014,W,3188
22,11/04/2014,W,19572
21,11/04/2014,W,9831
206,11/04/2014,W,1092
205,11/04/2014,W,855
201,11/04/2014,W,1940
20,11/04/2014,W,19894
2,11/04/2014,W,3303
192,11/04/2014,W,1117
19,11/04/2014,W,414
18,11/04/2014,W,4597
172,11/04/2014,W,2444
171,11/04/2014,W,1527
170,11/04/2014,W,334
169,11/04/2014,W,250
165,11/04/2014,W,153
157,11/04/2014,W,6998
156,11/04/2014,W,8016
155,11/04/2014,W,7550
152,11/04/2014,W,10203
151,11/04/2014,W,17349
15,11/04/2014,W,8175
148,11/04/2014,W,2410
147,11/04/2014,W,14179
146,11/04/2014,W,13415
143,11/04/2014,W,1907
136,11/04/2014,W,2225
135,11/04/2014,W,3742
134,11/04/2014,W,3784
132,11/04/2014,W,310
126,11/04/2014,W,7678
125,11/04/2014,W,1770
124,11/04/2014,W,823
121,11/04/2014,W,1472
120,11/04/2014,W,1045
12,11/04/2014,W,15743
119,11/04/2014,W,5015
115,11/04/2014,W,4536
112,11/04/2014,W,2799
111A,11/04/2014,W,102
111,11/04/2014,W,4631
11,11/04/2014,W,1788
108,11/04/2014,W,1537
106,11/04/2014,W,2406
103,11/04/2014,W,3232
1001,11/04/2014,W,1
100,11/04/2014,W,754
1,11/04/2014,W,2270
X98,11/05/2014,W,30
J14,11/05/2014,W,13370
97,11/05/2014,W,3313
96,11/05/2014,W,953
95W,11/05/2014,W,2672
95E,11/05/2014,W,4697
94,11/05/2014,W,10869
93,11/05/2014,W,3817
92,11/05/2014,W,7725
91,11/05/2014,W,7922
90,11/05/2014,W,5017
9,11/05/2014,W,29955
8A,11/05/2014,W,4092
88,11/05/2014,W,1377
87,11/05/2014,W,14831
86,11/05/2014,W,3641
85A,11/05/2014,W,985
85,11/05/2014,W,11833
84,11/05/2014,W,4719
82,11/05/2014,W,20619
81W,11/05/2014,W,1862
81,11/05/2014,W,12426
80,11/05/2014,W,13337
8,11/05/2014,W,25345
79,11/05/2014,W,29149
78,11/05/2014,W,9842
77,11/05/2014,W,23927
76,11/05/2014,W,12403
75,11/05/2014,W,8703
74,11/05/2014,W,13518
73,11/05/2014,W,4907
72,11/05/2014,W,15999
71,11/05/2014,W,9661
70,11/05/2014,W,10207
7,11/05/2014,W,6866
68,11/05/2014,W,1572
67,11/05/2014,W,15096
66,11/05/2014,W,25425
65,11/05/2014,W,9006
63W,11/05/2014,W,1625
63,11/05/2014,W,20648
62H,11/05/2014,W,1070
62,11/05/2014,W,11813
60,11/05/2014,W,11514
6,11/05/2014,W,11120
59,11/05/2014,W,4603
57,11/05/2014,W,5452
56,11/05/2014,W,13000
55N,11/05/2014,W,613
55A,11/05/2014,W,403
55,11/05/2014,W,12345
54B,11/05/2014,W,3790
54A,11/05/2014,W,964
54,11/05/2014,W,12975
53,11/05/2014,W,22436
52A,11/05/2014,W,5175
52,11/05/2014,W,13157
51,11/05/2014,W,1708
50,11/05/2014,W,10567
5,11/05/2014,W,481
49B,11/05/2014,W,5908
49,11/05/2014,W,27180
48,11/05/2014,W,1296
47,11/05/2014,W,11217
44,11/05/2014,W,4603
43,11/05/2014,W,2062
4,11/05/2014,W,23637
39,11/05/2014,W,2268
37,11/05/2014,W,1876
36,11/05/2014,W,13811
35,11/05/2014,W,6462
34,11/05/2014,W,5634
30,11/05/2014,W,4266
3,11/05/2014,W,21292
29,11/05/2014,W,14098
28,11/05/2014,W,7553
26,11/05/2014,W,3804
24,11/05/2014,W,3219
22,11/05/2014,W,19582
21,11/05/2014,W,10367
206,11/05/2014,W,1054
205,11/05/2014,W,1012
201,11/05/2014,W,2171
20,11/05/2014,W,19835
2,11/05/2014,W,3686
192,11/05/2014,W,998
18,11/05/2014,W,4598
172,11/05/2014,W,2422
171,11/05/2014,W,738
170,11/05/2014,W,301
169,11/05/2014,W,257
165,11/05/2014,W,81
157,11/05/2014,W,7251
156,11/05/2014,W,8200
155,11/05/2014,W,7838
152,11/05/2014,W,10907
151,11/05/2014,W,17739
15,11/05/2014,W,8291
148,11/05/2014,W,2717
147,11/05/2014,W,14545
146,11/05/2014,W,14090
143,11/05/2014,W,2173
136,11/05/2014,W,2233
135,11/05/2014,W,3711
134,11/05/2014,W,3695
132,11/05/2014,W,327
126,11/05/2014,W,7353
125,11/05/2014,W,1644
124,11/05/2014,W,1118
121,11/05/2014,W,1685
120,11/05/2014,W,1070
12,11/05/2014,W,15824
119,11/05/2014,W,5342
115,11/05/2014,W,4618
112,11/05/2014,W,2873
111A,11/05/2014,W,173
111,11/05/2014,W,4483
11,11/05/2014,W,1866
108,11/05/2014,W,1614
106,11/05/2014,W,2344
103,11/05/2014,W,3279
1001,11/05/2014,W,133
100,11/05/2014,W,778
53A,11/05/2014,W,9762
1,11/05/2014,W,2047
X98,11/06/2014,W,14
J14,11/06/2014,W,12903
97,11/06/2014,W,3175
96,11/06/2014,W,925
95W,11/06/2014,W,2542
95E,11/06/2014,W,4371
94,11/06/2014,W,10114
93,11/06/2014,W,3644
92,11/06/2014,W,7549
91,11/06/2014,W,8031
90,11/06/2014,W,4809
9,11/06/2014,W,29337
8A,11/06/2014,W,3555
88,11/06/2014,W,1369
87,11/06/2014,W,14087
86,11/06/2014,W,3448
85A,11/06/2014,W,956
85,11/06/2014,W,11051
84,11/06/2014,W,4441
82,11/06/2014,W,20944
81W,11/06/2014,W,1645
81,11/06/2014,W,11610
80,11/06/2014,W,13069
8,11/06/2014,W,24763
79,11/06/2014,W,27636
78,11/06/2014,W,9798
77,11/06/2014,W,23575
76,11/06/2014,W,12179
75,11/06/2014,W,8315
74,11/06/2014,W,13563
73,11/06/2014,W,4942
72,11/06/2014,W,15037
71,11/06/2014,W,9494
70,11/06/2014,W,9794
7,11/06/2014,W,6713
68,11/06/2014,W,1331
67,11/06/2014,W,14028
66,11/06/2014,W,25548
65,11/06/2014,W,8591
63W,11/06/2014,W,1480
63,11/06/2014,W,19470
62H,11/06/2014,W,1023
62,11/06/2014,W,11430
60,11/06/2014,W,11844
6,11/06/2014,W,10567
59,11/06/2014,W,4556
57,11/06/2014,W,5153
56,11/06/2014,W,12786
55N,11/06/2014,W,576
55A,11/06/2014,W,374
55,11/06/2014,W,11935
54B,11/06/2014,W,3592
54A,11/06/2014,W,1005
54,11/06/2014,W,12566
53A,11/06/2014,W,9349
53,11/06/2014,W,21166
52A,11/06/2014,W,4796
52,11/06/2014,W,12547
51,11/06/2014,W,1666
50,11/06/2014,W,10545
5,11/06/2014,W,528
49B,11/06/2014,W,4695
49,11/06/2014,W,26452
48,11/06/2014,W,1233
47,11/06/2014,W,11061
44,11/06/2014,W,4244
43,11/06/2014,W,2094
4,11/06/2014,W,23036
39,11/06/2014,W,2030
37,11/06/2014,W,1982
36,11/06/2014,W,13023
35,11/06/2014,W,6139
34,11/06/2014,W,5640
30,11/06/2014,W,3867
3,11/06/2014,W,21506
29,11/06/2014,W,13368
28,11/06/2014,W,7851
26,11/06/2014,W,3631
24,11/06/2014,W,3137
22,11/06/2014,W,18849
21,11/06/2014,W,9303
206,11/06/2014,W,957
205,11/06/2014,W,912
201,11/06/2014,W,2041
20,11/06/2014,W,19276
2,11/06/2014,W,3479
192,11/06/2014,W,833
18,11/06/2014,W,4380
172,11/06/2014,W,2546
171,11/06/2014,W,1574
170,11/06/2014,W,315
169,11/06/2014,W,275
165,11/06/2014,W,108
157,11/06/2014,W,7207
156,11/06/2014,W,7804
155,11/06/2014,W,7412
152,11/06/2014,W,11012
151,11/06/2014,W,17637
15,11/06/2014,W,8492
148,11/06/2014,W,2579
147,11/06/2014,W,13995
146,11/06/2014,W,13470
143,11/06/2014,W,2038
136,11/06/2014,W,2226
135,11/06/2014,W,3791
134,11/06/2014,W,3581
132,11/06/2014,W,335
126,11/06/2014,W,6834
125,11/06/2014,W,1695
124,11/06/2014,W,825
121,11/06/2014,W,1575
120,11/06/2014,W,1024
12,11/06/2014,W,15310
119,11/06/2014,W,5072
115,11/06/2014,W,4534
112,11/06/2014,W,2861
111A,11/06/2014,W,201
111,11/06/2014,W,4539
11,11/06/2014,W,1742
108,11/06/2014,W,1604
106,11/06/2014,W,2123
103,11/06/2014,W,3111
1001,11/06/2014,W,41
100,11/06/2014,W,648
1,11/06/2014,W,1958
X98,11/07/2014,W,14
J14,11/07/2014,W,11665
97,11/07/2014,W,3539
96,11/07/2014,W,885
95W,11/07/2014,W,2747
95E,11/07/2014,W,2960
94,11/07/2014,W,8751
93,11/07/2014,W,3264
92,11/07/2014,W,6586
91,11/07/2014,W,7240
90,11/07/2014,W,5738
9,11/07/2014,W,26745
8A,11/07/2014,W,2736
88,11/07/2014,W,1209
87,11/07/2014,W,13429
86,11/07/2014,W,1623
85A,11/07/2014,W,949
85,11/07/2014,W,10042
84,11/07/2014,W,3591
82,11/07/2014,W,17842
81W,11/07/2014,W,1688
81,11/07/2014,W,11868
80,11/07/2014,W,12244
8,11/07/2014,W,22867
79,11/07/2014,W,26569
78,11/07/2014,W,7878
77,11/07/2014,W,20425
76,11/07/2014,W,11707
75,11/07/2014,W,7352
74,11/07/2014,W,12685
73,11/07/2014,W,4179
72,11/07/2014,W,15662
71,11/07/2014,W,9030
70,11/07/2014,W,8923
7,11/07/2014,W,5627
68,11/07/2014,W,937
67,11/07/2014,W,12701
66,11/07/2014,W,24812
65,11/07/2014,W,8493
63W,11/07/2014,W,1515
63,11/07/2014,W,17594
62H,11/07/2014,W,829
62,11/07/2014,W,10504
60,11/07/2014,W,11356
6,11/07/2014,W,10057
59,11/07/2014,W,3671
57,11/07/2014,W,4964
56,11/07/2014,W,12918
55N,11/07/2014,W,509
55A,11/07/2014,W,251
55,11/07/2014,W,11206
54B,11/07/2014,W,3813
54A,11/07/2014,W,940
54,11/07/2014,W,12561
53A,11/07/2014,W,7419
53,11/07/2014,W,19626
52A,11/07/2014,W,4406
52,11/07/2014,W,11244
51,11/07/2014,W,1381
50,11/07/2014,W,9262
5,11/07/2014,W,485
49B,11/07/2014,W,5257
49,11/07/2014,W,24306
48,11/07/2014,W,820
47,11/07/2014,W,10241
44,11/07/2014,W,3966
43,11/07/2014,W,1664
4,11/07/2014,W,22096
39,11/07/2014,W,1766
37,11/07/2014,W,1521
36,11/07/2014,W,13559
35,11/07/2014,W,5561
34,11/07/2014,W,5351
30,11/07/2014,W,3266
3,11/07/2014,W,19954
29,11/07/2014,W,13691
28,11/07/2014,W,6797
26,11/07/2014,W,2983
24,11/07/2014,W,2698
22,11/07/2014,W,18657
21,11/07/2014,W,9985
206,11/07/2014,W,998
205,11/07/2014,W,941
201,11/07/2014,W,1904
20,11/07/2014,W,18555
2,11/07/2014,W,3230
192,11/07/2014,W,749
19,11/07/2014,W,253
18,11/07/2014,W,4283
172,11/07/2014,W,2313
171,11/07/2014,W,1645
170,11/07/2014,W,132
169,11/07/2014,W,186
165,11/07/2014,W,90
157,11/07/2014,W,6778
156,11/07/2014,W,7590
155,11/07/2014,W,7117
152,11/07/2014,W,8404
151,11/07/2014,W,17910
15,11/07/2014,W,7203
148,11/07/2014,W,2482
147,11/07/2014,W,13032
146,11/07/2014,W,14084
143,11/07/2014,W,1855
136,11/07/2014,W,1869
135,11/07/2014,W,3427
134,11/07/2014,W,3214
132,11/07/2014,W,235
126,11/07/2014,W,5978
125,11/07/2014,W,1357
124,11/07/2014,W,1223
121,11/07/2014,W,1324
120,11/07/2014,W,950
12,11/07/2014,W,15274
119,11/07/2014,W,4448
115,11/07/2014,W,3835
112,11/07/2014,W,2094
111A,11/07/2014,W,189
111,11/07/2014,W,3613
11,11/07/2014,W,1589
108,11/07/2014,W,1230
106,11/07/2014,W,1112
103,11/07/2014,W,2397
1001,11/07/2014,W,12
100,11/07/2014,W,527
1,11/07/2014,W,2004
J14,11/08/2014,A,6252
97,11/08/2014,A,2048
95W,11/08/2014,A,2289
95E,11/08/2014,A,2624
94,11/08/2014,A,4872
93,11/08/2014,A,1749
92,11/08/2014,A,4131
91,11/08/2014,A,3824
90,11/08/2014,A,3613
9,11/08/2014,A,19760
8A,11/08/2014,A,2400
88,11/08/2014,A,602
87,11/08/2014,A,9416
85A,11/08/2014,A,274
85,11/08/2014,A,6709
84,11/08/2014,A,2102
82,11/08/2014,A,11944
81W,11/08/2014,A,1052
81,11/08/2014,A,9805
80,11/08/2014,A,9143
8,11/08/2014,A,12949
79,11/08/2014,A,19569
78,11/08/2014,A,5143
77,11/08/2014,A,13974
76,11/08/2014,A,7440
75,11/08/2014,A,5699
74,11/08/2014,A,9964
73,11/08/2014,A,1692
72,11/08/2014,A,12393
71,11/08/2014,A,6863
70,11/08/2014,A,5972
68,11/08/2014,A,574
67,11/08/2014,A,9404
66,11/08/2014,A,15272
65,11/08/2014,A,5218
63W,11/08/2014,A,638
63,11/08/2014,A,12548
62H,11/08/2014,A,439
62,11/08/2014,A,6356
60,11/08/2014,A,5848
6,11/08/2014,A,9963
59,11/08/2014,A,2256
57,11/08/2014,A,2629
56,11/08/2014,A,7590
55N,11/08/2014,A,235
55,11/08/2014,A,8554
54B,11/08/2014,A,3055
54,11/08/2014,A,8817
53A,11/08/2014,A,4055
53,11/08/2014,A,13528
52A,11/08/2014,A,2420
52,11/08/2014,A,7770
51,11/08/2014,A,986
50,11/08/2014,A,5954
5,11/08/2014,A,504
49B,11/08/2014,A,3596
49,11/08/2014,A,16440
47,11/08/2014,A,7942
44,11/08/2014,A,1839
43,11/08/2014,A,997
4,11/08/2014,A,14843
36,11/08/2014,A,14185
35,11/08/2014,A,3148
34,11/08/2014,A,3365
30,11/08/2014,A,2091
3,11/08/2014,A,14841
29,11/08/2014,A,9712
28,11/08/2014,A,3824
22,11/08/2014,A,15288
21,11/08/2014,A,8076
201,11/08/2014,A,1373
20,11/08/2014,A,10775
19,11/08/2014,A,403
18,11/08/2014,A,2827
172,11/08/2014,A,632
171,11/08/2014,A,143
169,11/08/2014,A,21
155,11/08/2014,A,6302
152,11/08/2014,A,4537
151,11/08/2014,A,16451
15,11/08/2014,A,5170
147,11/08/2014,A,10739
146,11/08/2014,A,11710
126,11/08/2014,A,3303
124,11/08/2014,A,1089
12,11/08/2014,A,8683
119,11/08/2014,A,3963
115,11/08/2014,A,2331
112,11/08/2014,A,1140
111A,11/08/2014,A,219
111,11/08/2014,A,2389
11,11/08/2014,A,1053
106,11/08/2014,A,669
103,11/08/2014,A,1455
1001,11/08/2014,A,207
10,11/08/2014,A,633
J14,11/09/2014,U,3794
97,11/09/2014,U,1609
95W,11/09/2014,U,2072
95E,11/09/2014,U,1981
94,11/09/2014,U,3719
92,11/09/2014,U,2262
91,11/09/2014,U,2752
90,11/09/2014,U,2549
9,11/09/2014,U,15094
8A,11/09/2014,U,1984
88,11/09/2014,U,420
87,11/09/2014,U,6951
85,11/09/2014,U,5011
84,11/09/2014,U,1522
82,11/09/2014,U,8546
81W,11/09/2014,U,686
81,11/09/2014,U,7209
80,11/09/2014,U,6731
8,11/09/2014,U,9717
79,11/09/2014,U,15536
78,11/09/2014,U,3624
77,11/09/2014,U,10477
76,11/09/2014,U,4617
75,11/09/2014,U,4521
74,11/09/2014,U,7162
73,11/09/2014,U,1348
72,11/09/2014,U,8910
71,11/09/2014,U,5306
70,11/09/2014,U,4469
68,11/09/2014,U,386
67,11/09/2014,U,7456
66,11/09/2014,U,11429
65,11/09/2014,U,3550
63W,11/09/2014,U,458
63,11/09/2014,U,9989
62,11/09/2014,U,4986
60,11/09/2014,U,4398
6,11/09/2014,U,7333
57,11/09/2014,U,1759
56,11/09/2014,U,5319
55,11/09/2014,U,6809
54B,11/09/2014,U,2069
54,11/09/2014,U,6969
53A,11/09/2014,U,2258
53,11/09/2014,U,9781
52A,11/09/2014,U,1463
52,11/09/2014,U,5634
51,11/09/2014,U,694
50,11/09/2014,U,3958
5,11/09/2014,U,501
49B,11/09/2014,U,2956
49,11/09/2014,U,12175
47,11/09/2014,U,6217
44,11/09/2014,U,1400
43,11/09/2014,U,695
4,11/09/2014,U,10818
36,11/09/2014,U,11449
35,11/09/2014,U,2652
34,11/09/2014,U,2627
30,11/09/2014,U,700
3,11/09/2014,U,8883
29,11/09/2014,U,6766
28,11/09/2014,U,2784
22,11/09/2014,U,11935
21,11/09/2014,U,5216
20,11/09/2014,U,8127
19,11/09/2014,U,296
18,11/09/2014,U,2528
172,11/09/2014,U,431
171,11/09/2014,U,265
155,11/09/2014,U,4755
152,11/09/2014,U,3313
151,11/09/2014,U,11852
15,11/09/2014,U,3932
147,11/09/2014,U,7825
146,11/09/2014,U,9352
126,11/09/2014,U,2461
124,11/09/2014,U,685
12,11/09/2014,U,7617
119,11/09/2014,U,2816
115,11/09/2014,U,1935
112,11/09/2014,U,807
111A,11/09/2014,U,143
111,11/09/2014,U,1906
11,11/09/2014,U,769
106,11/09/2014,U,356
103,11/09/2014,U,1398
10,11/09/2014,U,385
X98,11/10/2014,W,30
J14,11/10/2014,W,13035
97,11/10/2014,W,3501
96,11/10/2014,W,934
95W,11/10/2014,W,2285
95E,11/10/2014,W,3596
94,11/10/2014,W,9808
93,11/10/2014,W,3628
92,11/10/2014,W,7646
91,11/10/2014,W,7687
90,11/10/2014,W,5413
9,11/10/2014,W,29568
8A,11/10/2014,W,3904
88,11/10/2014,W,1317
87,11/10/2014,W,13679
86,11/10/2014,W,3659
85A,11/10/2014,W,814
85,11/10/2014,W,11488
84,11/10/2014,W,4543
82,11/10/2014,W,20697
81W,11/10/2014,W,1656
81,11/10/2014,W,12509
80,11/10/2014,W,13676
8,11/10/2014,W,23912
79,11/10/2014,W,27886
78,11/10/2014,W,9064
77,11/10/2014,W,23179
76,11/10/2014,W,12321
75,11/10/2014,W,8140
74,11/10/2014,W,13041
73,11/10/2014,W,5089
72,11/10/2014,W,15282
71,11/10/2014,W,9772
70,11/10/2014,W,9780
7,11/10/2014,W,6791
68,11/10/2014,W,1318
67,11/10/2014,W,13965
66,11/10/2014,W,24375
65,11/10/2014,W,8677
63W,11/10/2014,W,1519
63,11/10/2014,W,18883
62H,11/10/2014,W,950
62,11/10/2014,W,10651
60,11/10/2014,W,11095
6,11/10/2014,W,10918
59,11/10/2014,W,4512
57,11/10/2014,W,4986
56,11/10/2014,W,12666
55N,11/10/2014,W,591
55A,11/10/2014,W,363
55,11/10/2014,W,11822
54B,11/10/2014,W,3528
54A,11/10/2014,W,878
54,11/10/2014,W,12573
53A,11/10/2014,W,9382
53,11/10/2014,W,20919
52A,11/10/2014,W,4719
52,11/10/2014,W,12931
51,11/10/2014,W,1787
50,11/10/2014,W,11102
5,11/10/2014,W,332
49B,11/10/2014,W,5757
49,11/10/2014,W,25423
48,11/10/2014,W,1272
47,11/10/2014,W,10889
44,11/10/2014,W,4554
43,11/10/2014,W,2011
4,11/10/2014,W,23266
39,11/10/2014,W,2027
37,11/10/2014,W,1615
36,11/10/2014,W,13277
35,11/10/2014,W,6192
34,11/10/2014,W,5652
30,11/10/2014,W,3800
3,11/10/2014,W,20431
29,11/10/2014,W,13836
28,11/10/2014,W,7661
26,11/10/2014,W,3671
24,11/10/2014,W,3208
22,11/10/2014,W,18124
21,11/10/2014,W,9520
206,11/10/2014,W,995
205,11/10/2014,W,991
201,11/10/2014,W,2053
20,11/10/2014,W,19589
2,11/10/2014,W,3358
192,11/10/2014,W,950
19,11/10/2014,W,466
18,11/10/2014,W,4093
172,11/10/2014,W,2299
171,11/10/2014,W,866
170,11/10/2014,W,213
169,11/10/2014,W,225
165,11/10/2014,W,112
157,11/10/2014,W,6896
156,11/10/2014,W,7917
155,11/10/2014,W,8388
152,11/10/2014,W,10904
151,11/10/2014,W,17235
15,11/10/2014,W,8069
148,11/10/2014,W,2542
147,11/10/2014,W,13729
146,11/10/2014,W,14244
143,11/10/2014,W,2029
136,11/10/2014,W,2104
135,11/10/2014,W,3643
134,11/10/2014,W,3611
132,11/10/2014,W,261
126,11/10/2014,W,6911
125,11/10/2014,W,1558
124,11/10/2014,W,790
121,11/10/2014,W,1317
120,11/10/2014,W,1062
12,11/10/2014,W,15015
119,11/10/2014,W,4865
115,11/10/2014,W,4644
112,11/10/2014,W,2801
111A,11/10/2014,W,226
111,11/10/2014,W,4172
11,11/10/2014,W,1408
108,11/10/2014,W,1545
106,11/10/2014,W,2161
103,11/10/2014,W,3235
1001,11/10/2014,W,138
100,11/10/2014,W,825
1,11/10/2014,W,2031
X98,11/11/2014,W,28
J14,11/11/2014,W,10083
97,11/11/2014,W,2834
96,11/11/2014,W,745
95W,11/11/2014,W,1629
95E,11/11/2014,W,3857
94,11/11/2014,W,6874
93,11/11/2014,W,2811
92,11/11/2014,W,6094
91,11/11/2014,W,6191
90,11/11/2014,W,5104
9,11/11/2014,W,23002
8A,11/11/2014,W,2407
88,11/11/2014,W,1254
87,11/11/2014,W,10152
86,11/11/2014,W,2653
85A,11/11/2014,W,811
85,11/11/2014,W,8974
84,11/11/2014,W,3314
82,11/11/2014,W,16264
81W,11/11/2014,W,1502
81,11/11/2014,W,10173
80,11/11/2014,W,11342
8,11/11/2014,W,21034
79,11/11/2014,W,20707
78,11/11/2014,W,8635
77,11/11/2014,W,20544
76,11/11/2014,W,11457
75,11/11/2014,W,5942
74,11/11/2014,W,11523
73,11/11/2014,W,3657
72,11/11/2014,W,13083
71,11/11/2014,W,7361
70,11/11/2014,W,7802
7,11/11/2014,W,4947
68,11/11/2014,W,959
67,11/11/2014,W,10104
66,11/11/2014,W,21538
65,11/11/2014,W,7121
63W,11/11/2014,W,1214
63,11/11/2014,W,14495
62H,11/11/2014,W,666
62,11/11/2014,W,8448
60,11/11/2014,W,9500
6,11/11/2014,W,9315
59,11/11/2014,W,3072
57,11/11/2014,W,3310
56,11/11/2014,W,11342
55N,11/11/2014,W,420
55A,11/11/2014,W,289
55,11/11/2014,W,8717
54B,11/11/2014,W,3123
54A,11/11/2014,W,822
54,11/11/2014,W,9855
53A,11/11/2014,W,6716
53,11/11/2014,W,15474
52A,11/11/2014,W,3445
52,11/11/2014,W,9388
51,11/11/2014,W,1088
50,11/11/2014,W,7637
5,11/11/2014,W,439
49B,11/11/2014,W,4707
49,11/11/2014,W,20746
48,11/11/2014,W,683
47,11/11/2014,W,8696
44,11/11/2014,W,2624
43,11/11/2014,W,1360
4,11/11/2014,W,17434
39,11/11/2014,W,1378
37,11/11/2014,W,1619
36,11/11/2014,W,12397
35,11/11/2014,W,4576
34,11/11/2014,W,4243
30,11/11/2014,W,2920
3,11/11/2014,W,15735
29,11/11/2014,W,10827
28,11/11/2014,W,6177
26,11/11/2014,W,2869
24,11/11/2014,W,1972
22,11/11/2014,W,17547
21,11/11/2014,W,7980
206,11/11/2014,W,587
205,11/11/2014,W,580
201,11/11/2014,W,1920
20,11/11/2014,W,14860
2,11/11/2014,W,3018
192,11/11/2014,W,841
19,11/11/2014,W,333
18,11/11/2014,W,3057
172,11/11/2014,W,2407
171,11/11/2014,W,1358
170,11/11/2014,W,325
169,11/11/2014,W,254
165,11/11/2014,W,84
157,11/11/2014,W,6364
156,11/11/2014,W,6854
155,11/11/2014,W,6771
152,11/11/2014,W,7745
151,11/11/2014,W,16916
15,11/11/2014,W,5743
148,11/11/2014,W,2404
147,11/11/2014,W,13700
146,11/11/2014,W,13552
143,11/11/2014,W,2089
136,11/11/2014,W,1694
135,11/11/2014,W,3226
134,11/11/2014,W,3452
132,11/11/2014,W,323
126,11/11/2014,W,5193
125,11/11/2014,W,1390
124,11/11/2014,W,739
121,11/11/2014,W,1449
120,11/11/2014,W,989
12,11/11/2014,W,11790
119,11/11/2014,W,3742
115,11/11/2014,W,3273
112,11/11/2014,W,1751
111A,11/11/2014,W,158
111,11/11/2014,W,3356
11,11/11/2014,W,1405
108,11/11/2014,W,1168
